Guideline,ID,XLSM ID,Initial Status,Status,Judge Action,Judge Reason,DOCX Control Requirement,XLSM Control Requirement,Judgment Changed
Data Center and Physical Protection Guideline_v.2.0,2.21,2.21,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Combustible finishing materials and furnishings must be avoided. (CON05.01),Combustible finishing materials and furnishings must be avoided. (CON05.01),False
Data Center and Physical Protection Guideline_v.2.0,2.22,2.22,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Doors, windows, and shutters must be secured against fire and smoke. (CON05.02)","Doors, windows, and shutters must be secured against fire and smoke. (CON05.02)",False
Data Center and Physical Protection Guideline_v.2.0,2.23,2.23,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Fire stops must be properly executed. (CON05.03),Fire stops must be properly executed. (CON05.03),False
Data Center and Physical Protection Guideline_v.2.0,2.24,2.24,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Compliance with temperature and humidity limits must be ensured in the case of ambient fires. (CON05.04),Compliance with temperature and humidity limits must be ensured in the case of ambient fires. (CON05.04),False
Data Center and Physical Protection Guideline_v.2.0,2.25,2.25,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Lithium-Ion batteries must be protected from fire. (CON05.05),Lithium-Ion batteries must be protected from fire. (CON05.05),False
Data Center and Physical Protection Guideline_v.2.0,2.26,2.26,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Photovoltaic systems must have additional protection. (CON05.06),Photovoltaic systems must have additional protection. (CON05.06),False
Data Center and Physical Protection Guideline_v.2.0,2.27,2.27,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Critical rooms must have structural water protection. (CON06.01),Critical rooms must have structural water protection. (CON06.01),False
Data Center and Physical Protection Guideline_v.2.0,2.28,2.28,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Liquid-carrying pipes must be protected against leaking water. (CON06.02),Liquid-carrying pipes must be protected against leaking water. (CON06.02),False
Data Center and Physical Protection Guideline_v.2.0,2.29,2.29,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Escape routes must be marked and include emergency lighting. (CON08.01),Escape routes must be marked and include emergency lighting. (CON08.01),False
Data Center and Physical Protection Guideline_v.2.0,2.3,2.3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Contiguous security areas must exist. (CON01.03),Contiguous security areas must exist. (CON01.03),False
Data Center and Physical Protection Guideline_v.2.0,2.4,2.4,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,There must be a functional room layout with fire separation. (CON01.04),There must be a functional room layout with fire separation. (CON01.04),False
Data Center and Physical Protection Guideline_v.2.0,2.5,2.5,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,"Area, height, structural properties, and transportation routes must be sufficiently dimensioned. (CON01.05)","Area, height, structural properties, and transportation routes must be sufficiently dimensioned. (CON01.05)",False
Data Center and Physical Protection Guideline_v.2.0,2.6,2.6,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Areas of responsibility for the technical and IT personnel must be physically separated. (CON01.06),Areas of responsibility for the technical and IT personnel must be physically separated. (CON01.06),False
Data Center and Physical Protection Guideline_v.2.0,2.7,2.7,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Perimeter and front area must be secured. (CON01.08),Perimeter and front area must be secured. (CON01.08),False
Data Center and Physical Protection Guideline_v.2.0,2.8,2.8,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Parking opportunities must not exist along the external walls of IT rooms. (CON01.09),Parking opportunities must not exist along the external walls of IT rooms. (CON01.09),False
Data Center and Physical Protection Guideline_v.2.0,2.9,2.9,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Alternative access routes must be available. (CON01.10A),Alternative access routes must be available. (CON01.10A),False
Data Center and Physical Protection Guideline_v.2.0,3,3,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,The following criteria apply to fire protection and extinguishing system:,The following criteria apply to fire protection and extinguishing system:,False
Data Center and Physical Protection Guideline_v.2.0,3.1,3.1,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Advanced and appropriate fire alarm systems must be used. (FIR01.01),Advanced and appropriate fire alarm systems must be used. (FIR01.01),False
Data Center and Physical Protection Guideline_v.2.0,3.10,3.10,Match,Match,skipped,Skipped second-pass adjudication because first-pass is an exact match.,Extinguishing batteries and oxygen reduction system must be monitored. (FIR02.02),Extinguishing batteries and oxygen reduction system must be monitored. (FIR02.02),False
